345	-80	101100	23	0	20	-169.5633519	-169.5626999	-169.820195	-169.423034	-169.5008268	-169.6219127	-169.4304001	-169.0867218	-169.3140024	-169.7839793	-169.5056172	-171.7586475	-183.8715682	-196.4037461	-218.5504416	-244.7239938	-250.3301292	-186.68944	-168.2824268	-168.2868895	-168.6481246	-168.6761255	-423.4103044	-421.1320639	-420.033021	-418.5721747	-417.2616097	-415.8890856	-412.8614062	-412.213524	-169.3410668	-403.6712502
345	-60	101100	23	0	20	-169.7009052	-169.6227537	-169.9028543	-169.7929283	-170.3641903	-172.1824368	-173.3978155	-170.8346241	-170.7247772	-173.2574545	-171.6858613	-175.4006924	-188.4807289	-200.2835017	-221.3542327	-246.2167218	-237.0749071	-178.1569821	-168.481051	-168.7821622	-168.7828822	-168.5617468	-423.7081679	-421.5346698	-422.7962976	-424.1264753	-421.2388008	-417.0713645	-413.5280749	-412.5508471	-169.4853998	-403.9631003
345	-50	101100	23	0	20	-169.6366411	-169.3390096	-169.6332902	-169.9825505	-172.0621601	-177.7817301	-181.3106702	-172.4876334	-172.8739768	-178.6225301	-174.492034	-177.877717	-196.5562416	-204.5507881	-226.9399132	-256.2060611	-228.0779949	-174.3511026	-168.0014064	-168.3247064	-168.4246555	-168.5315342	-423.5740366	-421.4759466	-423.5582379	-425.6368637	-423.9471534	-417.3941491	-413.0921764	-411.8988606	-169.3256869	-403.6374376
345	-40	101100	23	0	20	-168.8984978	-169.0608288	-169.3298388	-169.4234305	-178.1598127	-193.6741037	-198.9980409	-180.5649011	-180.4247541	-193.7259702	-180.5397467	-186.2873819	-215.962075	-218.7625566	-242.2612361	-266.0727004	-221.9793649	-170.9623781	-167.8697926	-167.7888152	-167.6960415	-167.7942739	-421.2254518	-419.9644659	-424.2210606	-426.3538519	-424.4720502	-415.3926593	-411.0025104	-410.7585656	-168.7207763	-401.7024387
345	-30	101100	23	0	20	-169.2925898	-169.0030527	-169.2546275	-171.9664306	-189.0781107	-218.5123404	-225.1123183	-201.0988589	-198.2014235	-218.0359144	-195.7435118	-203.8180459	-240.0913113	-238.4541574	-258.6641805	-276.0430289	-222.9299582	-170.4426034	-167.4582049	-167.9391763	-168.3960183	-168.084561	-422.9385208	-420.8505184	-425.2659775	-427.1955812	-426.5392406	-416.8266994	-412.2481424	-411.0059946	-169.0230868	-402.8605988
345	-20	101100	23	0	20	-168.9513142	-168.5960322	-168.8180931	-174.3516709	-200.0199297	-237.8404875	-249.4663	-225.8582218	-222.62586	-247.752087	-223.4681381	-228.9839507	-265.4671177	-260.7354968	-272.8288264	-278.9727007	-221.9394238	-171.5023944	-167.5559099	-167.5319449	-167.7028648	-167.7527189	-421.685225	-420.1959717	-427.023173	-425.4885393	-423.8051814	-415.6987133	-411.5115149	-410.5856191	-168.7748796	-402.0056859
345	-10	101100	23	0	20	-168.7372265	-168.5324861	-168.8128166	-175.2419417	-208.7792485	-245.8976415	-266.5041883	-250.5709771	-247.9135804	-271.6686807	-253.3609058	-257.904823	-282.7030715	-276.4711684	-282.5879333	-278.4342427	-223.4693017	-172.9043974	-167.6782902	-167.2841401	-167.4805985	-167.4209605	-420.6937604	-419.5831207	-425.9576692	-425.1097404	-421.6237126	-414.8949251	-410.604699	-410.1835712	-168.4711819	-401.1323877
345	0	101100	23	0	20	-168.9363595	-168.7827193	-168.8279141	-177.5344882	-213.5782596	-252.0052002	-274.7159168	-270.6651967	-271.8571009	-285.7185975	-277.3181336	-282.2798805	-294.043284	-287.5374787	-287.4568268	-277.5826673	-225.6642731	-174.9146103	-167.7218715	-167.5829667	-167.7296215	-167.7768889	-421.8532179	-420.3816874	-427.1511378	-426.8241848	-423.5442108	-416.4455363	-411.9590932	-411.0143483	-168.7934491	-402.290651
345	10	101100	23	0	20	-168.7626997	-168.6102879	-168.9643437	-176.9472752	-212.7391728	-252.5933877	-271.7598051	-280.5796196	-283.9292122	-282.170892	-290.0862354	-292.9519145	-291.6151221	-293.6582996	-288.6321866	-278.0031265	-222.3461947	-173.808669	-167.6482812	-167.589464	-167.8588643	-167.9380953	-421.9556987	-420.8376316	-426.4793557	-426.3834481	-423.8255833	-416.7856566	-411.6711836	-411.1830879	-168.7048695	-402.0721069
345	20	101100	23	0	20	-168.3060171	-168.1332638	-168.347732	-173.586189	-203.1844673	-235.6749464	-250.3683278	-272.1485383	-273.6293643	-255.4871372	-280.8979815	-284.1983924	-273.1496992	-288.8168024	-286.4181635	-277.9972152	-220.9063762	-170.7142017	-166.9978097	-167.1204997	-167.303616	-167.3958591	-420.3653639	-418.8176579	-423.8528134	-426.2308551	-421.7366866	-415.7588443	-410.3368986	-409.482878	-168.1801375	-400.4332383
